question_id,db_id,question,gold_sql,JOIN,GROUP_BY,HAVING,categories,category_signature,parse_error
296,toxicology,Indicate the molecule id is belonging to the TR000_1_2 bond that has the first atom named TR000_1.,"SELECT T2.molecule_id, T2.bond_id, T1.atom_id FROM connected AS T1 INNER JOIN bond AS T2 ON T1.bond_id = T2.bond_id WHERE T1.atom_id = 'TR000_1' AND T2.bond_id = 'TR000_1_2'",True,False,False,['JOIN'],JOIN,
297,toxicology,"Among the atoms that contain element carbon, which one does not contain compound carcinogenic?",SELECT T1.atom_id FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element = 'c' AND T2.label = '-',True,False,False,['JOIN'],JOIN,
298,toxicology,Calculate the percentage of molecules containing carcinogenic compounds that element is hydrogen.,SELECT CAST(COUNT(CASE WHEN T1.element = 'h' AND T2.label = '+' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id,True,False,False,['JOIN'],JOIN,
299,toxicology,Is molecule TR124 carcinogenic?,SELECT T.label FROM molecule AS T WHERE T.molecule_id = 'TR124',False,False,False,[],NONE,
300,toxicology,What atoms comprise TR186?,SELECT T.atom_id FROM atom AS T WHERE T.molecule_id = 'TR186',False,False,False,[],NONE,
301,toxicology,What is the bond type of TR007_4_19?,SELECT T.bond_type FROM bond AS T WHERE T.bond_id = 'TR007_4_19',False,False,False,[],NONE,
302,toxicology,Name the elements that comprise the atoms of bond TR001_2_4.,SELECT DISTINCT T1.element FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_2_4',True,False,False,['JOIN'],JOIN,
303,toxicology,How many double bonds does TR006 have and is it carcinogenic?,"SELECT COUNT(T1.bond_id), T2.label FROM bond AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '=' AND T2.molecule_id = 'TR006' GROUP BY T2.label",True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
304,toxicology,List all carcinogenic molecules and their elements.,"SELECT DISTINCT T2.molecule_id, T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+'",True,False,False,['JOIN'],JOIN,
305,toxicology,Name all bonds with single bond types and what atoms are connected to the molecules.,"SELECT T1.bond_id, T2.atom_id, T2.atom_id2 FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE T1.bond_type = '-'",True,False,False,['JOIN'],JOIN,
306,toxicology,Which molecules have triple bonds and list all the elements they contain.,"SELECT DISTINCT T1.molecule_id, T2.element FROM bond AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '#'",True,False,False,['JOIN'],JOIN,
307,toxicology,Name the atoms' elements that form bond TR000_2_3.,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR000_2_3',True,False,False,['JOIN'],JOIN,
308,toxicology,How many bonds are created by bonding atoms with chlorine element?,SELECT COUNT(T1.bond_id) FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T2.element = 'cl',True,False,False,['JOIN'],JOIN,
309,toxicology,List out the atom id that belongs to the TR346 molecule and how many bond type can be created by this molecule?,"SELECT T1.atom_id, COUNT(DISTINCT T2.bond_type),T1.molecule_id FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.molecule_id = 'TR000' GROUP BY T1.atom_id, T2.bond_type",True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
310,toxicology,"How many molecules have a double bond type and among these molecule, how many are labeled as carcinogenic compound?","SELECT COUNT(DISTINCT T2.molecule_id), SUM(CASE WHEN T2.label = '+' THEN 1 ELSE 0 END) FROM bond AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.bond_type = '='",True,False,False,['JOIN'],JOIN,
311,toxicology,How many molecules without sulphur element is not having double bond?,SELECT COUNT(DISTINCT T1.molecule_id) FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element <> 's' AND T2.bond_type <> '=',True,False,False,['JOIN'],JOIN,
312,toxicology,What is the carcinogenic label for bond TR001_2_4?,SELECT DISTINCT T2.label FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T3.bond_id = 'TR001_2_4',True,False,False,['JOIN'],JOIN,
313,toxicology,How many atoms belong to molecule id TR001?,SELECT COUNT(T.atom_id) FROM atom AS T WHERE T.molecule_id = 'TR001',False,False,False,[],NONE,
314,toxicology,How many single bonds are there in the list?,SELECT COUNT(T.bond_id) FROM bond AS T WHERE T.bond_type = '-',False,False,False,[],NONE,
315,toxicology,"Among the molecules which contain ""cl"" element, which of them are carcinogenic?",SELECT DISTINCT T1.molecule_id FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element = 'cl' AND T2.label = '+',True,False,False,['JOIN'],JOIN,
316,toxicology,"Among the molecules which contain ""c"" element, which of them are not carcinogenic?",SELECT DISTINCT T1.molecule_id FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element = 'c' AND T2.label = '-',True,False,False,['JOIN'],JOIN,
317,toxicology,Calculate the percentage of carcinogenic molecules which contain the Chlorine element.,SELECT COUNT(CASE WHEN T2.label = '+' AND T1.element = 'cl' THEN T2.molecule_id ELSE NULL END) * 100 / COUNT(T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id,True,False,False,['JOIN'],JOIN,
318,toxicology,What is the molecule id of bond id TR001_1_7?,SELECT DISTINCT T1.molecule_id FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_1_7',True,False,False,['JOIN'],JOIN,
319,toxicology,How many elements are contained in bond_id TR001_3_4?,SELECT COUNT(DISTINCT T1.element) FROM atom AS T1 INNER JOIN connected AS T2 ON T1.atom_id = T2.atom_id WHERE T2.bond_id = 'TR001_3_4',True,False,False,['JOIN'],JOIN,
320,toxicology,What is the type of the bond which is presenting the connection between two atoms TR000_1 and TR000_2?,SELECT T1.bond_type FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE T2.atom_id = 'TR000_1' AND T2.atom_id2 = 'TR000_2',True,False,False,['JOIN'],JOIN,
321,toxicology,"What is the molecule of atom id ""TR000_2"" and atom id 2 ""TR000_4""?",SELECT T1.molecule_id FROM bond AS T1 INNER JOIN connected AS T2 ON T1.bond_id = T2.bond_id WHERE T2.atom_id = 'TR000_2' AND T2.atom_id2 = 'TR000_4',True,False,False,['JOIN'],JOIN,
322,toxicology,What is the element of toxicology for the atom with the ID of TR000_1?,SELECT T.element FROM atom AS T WHERE T.atom_id = 'TR000_1',False,False,False,[],NONE,
323,toxicology,Is molecule TR000 is carcinogenic or not?,SELECT label FROM molecule AS T WHERE T.molecule_id = 'TR000',False,False,False,[],NONE,
324,toxicology,Find the percentage of atoms with single bond.,SELECT CAST(COUNT(CASE WHEN T.bond_type = '-' THEN T.bond_id ELSE NULL END) AS REAL) * 100 / COUNT(T.bond_id) FROM bond t,False,False,False,[],NONE,
325,toxicology,How many carcinogenic molecules that consisted of Nitrogen?,SELECT COUNT(DISTINCT T1.molecule_id) FROM molecule AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.element = 'n' AND T1.label = '+',True,False,False,['JOIN'],JOIN,
326,toxicology,Which molecule consisted of Sulphur atom with double bond?,SELECT DISTINCT T1.molecule_id FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element = 's' AND T2.bond_type = '=',True,False,False,['JOIN'],JOIN,
327,toxicology,Which non-carcinogenic molecules consisted more than 5 atoms?,"SELECT T.molecule_id FROM ( SELECT T1.molecule_id, COUNT(T2.atom_id) FROM molecule AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.label = '-' GROUP BY T1.molecule_id HAVING COUNT(T2.atom_id) > 5 ) t",True,True,True,"['JOIN', 'GROUP_BY', 'HAVING']",JOIN+GROUP_BY+HAVING,
328,toxicology,"List all the elements with double bond, consisted in molecule TR024.",SELECT T1.element FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.molecule_id = 'TR024' AND T2.bond_type = '=',True,False,False,['JOIN'],JOIN,
329,toxicology,Which carcinogenic molecule have the highest number of atoms consisted in it?,"SELECT T.molecule_id FROM ( SELECT T2.molecule_id, COUNT(T1.atom_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.label = '+' GROUP BY T2.molecule_id ORDER BY COUNT(T1.atom_id) DESC LIMIT 1 ) t",True,True,False,"['JOIN', 'GROUP_BY']",JOIN+GROUP_BY,
330,toxicology,Calculate the percentage of carcinogenic molecules with triple bonded Hidrogen atoms.,SELECT CAST(SUM(CASE WHEN T1.label = '+' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(DISTINCT T1.molecule_id) FROM molecule AS T1 INNER JOIN atom AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T1.molecule_id = T3.molecule_id WHERE T3.bond_type = '#' AND T2.element = 'h',True,False,False,['JOIN'],JOIN,
331,toxicology,How many of the molecules are carcinogenic?,SELECT COUNT(T.molecule_id) FROM molecule AS T WHERE T.label = '+',False,False,False,[],NONE,
332,toxicology,"Among the molecules between TR004 to TR010, how many of them has single bonds?",SELECT COUNT(DISTINCT T.molecule_id) FROM bond AS T WHERE T.molecule_id BETWEEN 'TR004' AND 'TR010' AND T.bond_type = '-',False,False,False,[],NONE,
333,toxicology,"In the molecule TR008, how many carbons are present?",SELECT COUNT(T.atom_id) FROM atom AS T WHERE T.molecule_id = 'TR008' AND T.element = 'c',False,False,False,[],NONE,
334,toxicology,What is the element with the atom ID of TR004_7 in molecule that is not carcinogenic?,SELECT T1.element FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.atom_id = 'TR004_7' AND T2.label = '-',True,False,False,['JOIN'],JOIN,
335,toxicology,What is the total number of molecules with double bonded oxygen?,SELECT COUNT(DISTINCT T1.molecule_id) FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.bond_type = '=' AND T1.element = 'o',True,False,False,['JOIN'],JOIN,
336,toxicology,"in molecules with triple bonds, how many of them are not carcinogenic?",SELECT COUNT(DISTINCT T1.molecule_id) FROM molecule AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T2.bond_type = '#' AND T1.label = '-',True,False,False,['JOIN'],JOIN,
337,toxicology,List the element and bond type included in the molecule with molecule ID of TR002.,"SELECT DISTINCT T1.element, T2.bond_type FROM atom AS T1 INNER JOIN bond AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.molecule_id = 'TR002'",True,False,False,['JOIN'],JOIN,
338,toxicology,What is the atom ID of double bonded carbon in TR012 molecule?,SELECT T1.atom_id FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id INNER JOIN bond AS T3 ON T2.molecule_id = T3.molecule_id WHERE T2.molecule_id = 'TR012' AND T3.bond_type = '=' AND T1.element = 'c',True,False,False,['JOIN'],JOIN,
339,toxicology,List the atom ID of the carcinogenic molecule that contains oxygen?,SELECT T1.atom_id FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id WHERE T1.element = 'o' AND T2.label = '+',True,False,False,['JOIN'],JOIN,
340,card_games,Which are the cards that have incredibly powerful foils.,SELECT id FROM cards WHERE cardKingdomFoilId IS NOT NULL AND cardKingdomId IS NOT NULL,False,False,False,[],NONE,
341,card_games,What are the borderless cards available without powerful foils?,SELECT id FROM cards WHERE borderColor = 'borderless' AND (cardKingdomId IS NULL OR cardKingdomId IS NULL),False,False,False,[],NONE,
342,card_games,List the card names with value that cost more converted mana for the face.,SELECT name FROM cards ORDER BY faceConvertedManaCost LIMIT 1,False,False,False,[],NONE,
343,card_games,Name all cards with 2015 frame style ranking below 100 on EDHRec.,SELECT id FROM cards WHERE edhrecRank < 100 AND frameVersion = 2015,False,False,False,[],NONE,
344,card_games,List all the mythic rarity print cards banned in gladiator format.,SELECT DISTINCT T1.id FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.format = 'gladiator' AND T2.status = 'Banned' AND T1.rarity = 'mythic',True,False,False,['JOIN'],JOIN,
345,card_games,"For artifact type of cards that do not have multiple faces on the same card, state its legalities status for vintage play format.",SELECT DISTINCT T2.status FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T1.type = 'Artifact' AND T2.format = 'vintage' AND T1.side IS NULL,True,False,False,['JOIN'],JOIN,
346,card_games,List all the card id and artist with unknown power which are legal for commander play format.,"SELECT T1.id, T1.artist FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.status = 'Legal' AND T2.format = 'commander' AND (T1.power IS NULL OR T1.power = '*')",True,False,False,['JOIN'],JOIN,
347,card_games,Find all cards illustrated by Stephen Daniel and describe the text of the ruling of these cards. State if these cards have missing or degraded properties and values.,"SELECT T1.id, T2.text, T1.hasContentWarning FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.artist = 'Stephen Daniele'",True,False,False,['JOIN'],JOIN,
348,card_games,Describe the information about rulings for card named 'Sublime Epiphany' with number 74s.,SELECT T2.text FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Sublime Epiphany' AND T1.number = '74s',True,False,False,['JOIN'],JOIN,
349,card_games,Name the card and artist with the most ruling information. Also state if the card is a promotional printing.,"SELECT T1.name, T1.artist, T1.isPromo FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.isPromo = 1 AND T1.artist = (SELECT artist FROM cards WHERE isPromo = 1 GROUP BY artist HAVING COUNT(DISTINCT uuid) = (SELECT MAX(count_uuid) FROM ( SELECT COUNT(DISTINCT uuid) AS count_uuid FROM cards WHERE isPromo = 1 GROUP BY artist ))) LIMIT 1",True,True,True,"['JOIN', 'GROUP_BY', 'HAVING']",JOIN+GROUP_BY+HAVING,
350,card_games,State the alternative languages available for card named Annul numbered 29.,SELECT T2.language FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Annul' AND T1.number = 29,True,False,False,['JOIN'],JOIN,
351,card_games,Name all the cards which have alternative language in Japanese.,SELECT T1.name FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'Japanese',True,False,False,['JOIN'],JOIN,
352,card_games,Calculate the percentage of the cards availabe in Chinese Simplified.,SELECT CAST(SUM(CASE WHEN T2.language = 'Chinese Simplified' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.id) FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid,True,False,False,['JOIN'],JOIN,
353,card_games,List all the sets available in Italian translation. State the total number of cards per set.,"SELECT T1.name, T1.totalSetSize FROM sets AS T1 INNER JOIN set_translations AS T2 ON T1.code = T2.setCode WHERE T2.language = 'Italian'",True,False,False,['JOIN'],JOIN,
354,card_games,How many types of cards does the artist Aaron Boyd illustrated about card art?,SELECT COUNT(type) FROM cards WHERE artist = 'Aaron Boyd',False,False,False,[],NONE,
355,card_games,What is the keyword found on card 'Angel of Mercy'?,SELECT DISTINCT keywords FROM cards WHERE name = 'Angel of Mercy',False,False,False,[],NONE,
356,card_games,How many cards have infinite power?,SELECT COUNT(*) FROM cards WHERE power = '*',False,False,False,[],NONE,
357,card_games,What type of promotion is of card 'Duress'?,SELECT promoTypes FROM cards WHERE name = 'Duress' AND promoTypes IS NOT NULL,False,False,False,[],NONE,
358,card_games,"What is the border color of card ""Ancestor's Chosen""?",SELECT DISTINCT borderColor FROM cards WHERE name = 'Ancestor''s Chosen',False,False,False,[],NONE,
359,card_games,"What is the type of the card ""Ancestor's Chosen"" as originally printed?",SELECT originalType FROM cards WHERE name = 'Ancestor''s Chosen' AND originalType IS NOT NULL,False,False,False,[],NONE,
360,card_games,"cards are not directly linked to language but through table 'set'. you need to add set in covered table & rephrase your question
What are the languages available for the set that card 'Angel of Mercy' is in?",SELECT language FROM set_translations WHERE id IN ( SELECT id FROM cards WHERE name = 'Angel of Mercy' ),False,False,False,[],NONE,
361,card_games,How many cards of legalities whose status is restricted have text boxes?,SELECT COUNT(DISTINCT T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.status = 'Restricted' AND T1.isTextless = 0,True,False,False,['JOIN'],JOIN,
362,card_games,"What is the description about the ruling of card ""Condemn""?",SELECT T2.text FROM cards AS T1 INNER JOIN rulings AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Condemn',True,False,False,['JOIN'],JOIN,
363,card_games,How many cards of legalities whose status is restricted are found in a starter deck?,SELECT COUNT(DISTINCT T1.id) FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T2.status = 'Restricted' AND T1.isStarter = 1,True,False,False,['JOIN'],JOIN,
364,card_games,"What is the status of card ""Cloudchaser Eagle""?",SELECT DISTINCT T2.status FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Cloudchaser Eagle',True,False,False,['JOIN'],JOIN,
365,card_games,"What is the type of card ""Benalish Knight""?",SELECT DISTINCT T1.type FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Benalish Knight',True,False,False,['JOIN'],JOIN,
366,card_games,"What is the rule of playing card ""Benalish Knight""?",SELECT T2.format FROM cards AS T1 INNER JOIN legalities AS T2 ON T1.uuid = T2.uuid WHERE T1.name = 'Benalish Knight',True,False,False,['JOIN'],JOIN,
367,card_games,Please provide the names of the artists who illustrated the card art in Phyrexian.,SELECT T1.artist FROM cards AS T1 INNER JOIN foreign_data AS T2 ON T1.uuid = T2.uuid WHERE T2.language = 'Phyrexian',True,False,False,['JOIN'],JOIN,
368,card_games,What is the percentage of borderless cards?,SELECT CAST(SUM(CASE WHEN borderColor = 'borderless' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(id) FROM cards,False,False,False,[],NONE,
